|Index|q10_resp|q1_resp|q2_resp|q3_resp|q4_resp|q5_resp|q6_resp|q7_resp|q8_resp|q9_resp|qimg|stim_id|stim_txt|complement
953|988||Wash and dice up the spuds|True|False|False|True|False|True|False||super-easy-cheesy-bbq-potatoes_1_0.jpg|2947_1|Wash and dice up the spuds and slice up the onions| and slice up the onions
954|989|False|Generously sprinkle paprika over the fries|True|False|False|False|False|False|True|False|easy-crispy-baked-french-fries_5_0.jpg|2188_5|Generously sprinkle paprika over the fries|
955|990||Spread the mustard equally across the bread to allow a even distribution of flavor.|True|False|False|True|False|True|False||cuban-sandwich_5_0.jpg|478_5|Spread the mustard equally across the bread to allow a even distribution of flavor.|
956|991|True|Make cheese shapes, it's cool. |True|False|False|True|False|False|True|False|how-to-make-quick-and-easy-bento-box-snack-idea-fo_7_0.jpg|362_7|Make cheese shapes, it's cool. Girls (daughter) would love it. :)|Girls (daughter) would love it. :)
957|992||If you just made it fresh, you're good to go. If you're heating up leftovers, give about a half a cup of your protein of choice a few seconds in the microwave.|False|False|False|False|False|False|False||tacocado_2_0.jpg|297_2|If you just made it fresh, you're good to go. If you're heating up leftovers, give about a half a cup of your protein of choice a few seconds in the microwave.|
958|993||Cut each ball in half as shown.|True|True|False|True|False|True|False||arepa-balls-who-doesnt-love-balls_5_0.jpg|757_5|Carefully remove each arepa ball and place on a dish. Cut each ball in half as shown. |Carefully remove each arepa ball and place on a dish.  
959|994||Take about ten potatoes and bake them.|True|False|False|False|False|True|False||potato-cheese-bacon-casserole_1_0.jpg|2581_1|Take about ten potatoes and bake them. | 
960|995||This is what the finished base should look like.|True|True|False|False|False|True|False||menacing-venison-head_4_0.jpg|3224_4|This is what the finished base should look like.|
961|996|True|After putting the peanut butter away, slice a banana into slices approximately 1/2 inch thick. Placing these directly onto the peanut butter keeps them from sliding off and created small gaps for the jelly to fill.|True|False|False|False|False|False|True|True|ultimate-pbj_4_0.jpg|2087_4|After putting the peanut butter away, slice a banana into slices approximately 1/2 inch thick. Placing these directly onto the peanut butter keeps them from sliding off and created small gaps for the jelly to fill. | 
962|997||Are you in the mood for pizza? Don't want to or don't know how to make pizza dough? Just use a piece of bread as the pizza base and top with all your favourite pizza toppings! Bake it in the oven until the cheese is melted.|True|False|False|False|False|True|False||10-ways-to-use-sandwich-bread-for-lunch_5_0.jpg|1593_5|Easy Easy!! Are you in the mood for pizza? Don't want to or don't know how to make pizza dough? Just use a piece of bread as the pizza base and top with all your favourite pizza toppings! Bake it in the oven until the cheese is melted.|Easy Easy!! 
963|998||Knife Sharp Point Tool/ToothpickEdible Glue (to give the cherry a shiny look)A Cake Slice Template (cut out from paper)A Ribbon/StringA RulerA Rolling Pin|False|False|False|False|False|False|False||how-to-make-a-beautiful-fondant-cake-slice_2_0.jpg|1440_1|Knife Sharp Point Tool/ToothpickEdible Glue (to give the cherry a shiny look)A Cake Slice Template (cut out from paper)A Ribbon/StringA RulerA Rolling Pin|
964|999||Make sure you can use the container in the microwave and that it'll still be big enoguh after the rice expands. Cover the rice with plenty of water (2 cups of water for every 1 cup of rice).|False|False|False|False|False|False|False||how-to-cook-rice-easily-in-a-microwave_2_0.jpg|2732_2|Make sure you can use the container in the microwave and that it'll still be big enoguh after the rice expands. Cover the rice with plenty of water (2 cups of water for every 1 cup of rice).|
965|1000||Whisky Glass|True|False|False|False|False|False|False||black-squirt-xxx_1_0.jpg|2823_1|Whisky Glass|
966|1001||Chop up mushrooms|True|False|False|True|False|True|False||vegetarian-chili_6_0.jpg|2070_6|Chop up mushrooms, add to the pot.|, add to the pot.
967|1002||if you're in for a lovely cookie: try the theekoek!|False|False|False|False|False|False|False||cashew-nut-tzatziki-super-fresh-healthy-spread_5_0.jpg|5257_5|...if you're in for a lovely cookie: try the theekoek!|...
968|1003||Pink Pork Produce, eight slices per can, no more, no less.|True|False|True|False|False|False|False||spam_2_0.jpg|1393_2|Pink Pork Produce, eight slices per can, no more, no less.|
969|1004||Add the fennel and olives to the slow cooker.|True|False|False|False|False|True|False||slow-cooker-chicken-thighs-with-olives-and-fennel_3_0.jpg|1023_3|Add the fennel and olives to the slow cooker.|
970|1005|False|skin the cucumber en grate it (the finer, the better) - squeeze out as much water as you can (easiest when you use your hands)|True|False|False|True|False|False|True|False|cashew-nut-tzatziki-super-fresh-healthy-spread_2_0.jpg|5257_2|  - skin the cucumber en grate it (the finer, the better)  - squeeze out as much water as you can (easiest when you use your hands)|  - skin the cucumber en grate it (the finer, the better)  - squeeze out as much water as you can (easiest when you use your hands)
971|1006||Whisk an egg with either another fork or a whisk in a separate bowl. |True|False|False|False|True|False|False||cup-cake-1_4_0.jpg|4456_4|Whisk an egg with either another fork or a whisk in a separate bowl. Then pour it into the cup with your flour and sugar. Next, stir all three ingredients together evenly.  |Then pour it into the cup with your flour and sugar. Next, stir all three ingredients together evenly.  
972|1007|False|Before you handle anything in the kitchen (or any other place of food storage), be sure to properly wash your hands.|True|False|False|False|False|False|True|False|how-to-peroperly-prepare-a-bowl-of-cereal_2_0.jpg|1975_2|Before you handle anything in the kitchen (or any other place of food storage), be sure to properly wash your hands.|
973|1008||While the cake is still warm, pour the condensed milk over the cake.|True|False|False|False|False|True|False||apple-pie-poke-cake_6_0.jpg|2519_6|While the cake is still warm, pour the condensed milk over the cake.|
974|1009||Prepare the chopped fresh vegetables you would like in your Omurice. In my case, I have chopped white mushrooms, spring onions and red peppers to add texture and color to the dish.|True|False|False|True|False|True|False||spicy-omurice-recipe_1_0.jpg|1000_1|Prepare the chopped fresh vegetables you would like in your Omurice. In my case, I have chopped white mushrooms, spring onions and red peppers to add texture and color to the dish.Meat : For the meat portion, I used 1lb of minced beef|Meat : For the meat portion, I used 1lb of minced beef
975|1010||This way, I have two seals crossing two other seals with most of the air evacuated and an absorber inside. |True|False|True|False|False|True|False||vacuum-sealing-dehydrated-food-in-mylar_7_0.jpg|3144_7|This way, I have two seals crossing two other seals with most of the air evacuated and an absorber inside. All that is left to do is label the food for use and store.|All that is left to do is label the food for use and store.
976|1011||Beat 1/3 of the cream cheese block and 1-2 Tbsp of milk until creamy.|True|False|True|True|False|True|False||olive-penguin_16_0.jpg|3661_15|Beat 1/3 of the cream cheese block and 1-2 Tbsp of milk until creamy.|
977|1012||Add meat to bowl or bag and coat all the pieces. Let the meat marinate for an hour or two.|True|False|True|False|False|True|False||chimichurri-marinade_2_0.jpg|157_2|Combine all of the ingredients into a bowl or ziploc bag and mix well. Add meat to bowl or bag and coat all the pieces. Let the meat marinate for an hour or two.|Combine all of the ingredients into a bowl or ziploc bag and mix well. 
978|1013|False|I seal the bags as far across as I can and still have space for the crevice tool of the vacuum to fit. The iron is on a medium high setting and the metal under it has a notch running the length that allows for two seals at once.|True|False|True|False|False|False|True|False|vacuum-sealing-dehydrated-food-in-mylar_4_0.jpg|3144_4|I seal the bags as far across as I can and still have space for the crevice tool of the vacuum to fit. The iron is on a medium high setting and the metal under it has a notch running the length that allows for two seals at once.|
979|1014||Once the app tells you your food is ready, remove the pork chop from the bag and set aside.|True|False|False|False|False|True|False||sous-vide-pork-chop-on-paragon_5_0.jpg|4664_5|Once the app tells you your food is ready, remove the pork chop from the bag and set aside. | 
980|1015||Mentally explore options of different cereals available to you and gradually narrow down the variety of options before you begin anything.|False|False|False|False|False|False|False||how-to-peroperly-prepare-a-bowl-of-cereal_1_0.jpg|1975_1|Mentally explore options of different cereals available to you and gradually narrow down the variety of options before you begin anything.|
981|1016||Gather your ingredients and utensils.|True|False|False|False|False|True|False||dark-chocolate-cheesecake-bites_3_0.jpg|3102_3|Step 1Gather your ingredients and utensils.|Step 1
982|1017|False| To use ur new nifty salt shaker, just press the flap inwards as show below and shake it in the position as show below.|True|True|False|False|False|False|True|False|nifty-salt-shaker_5_0.jpg|1540_1|To use ur new nifty salt shaker, just press the flap inwards as show below and shake it in the position as show below.Tip: to prevent your salt getting all clogged up in ur new salt shaker, roast some rice raw until they are slightly tanned and add some into the shaker to prevent your salt shaker all caked with salt...|To use ur new nifty salt shaker, just press the flap inwards as show below and shake it in the position as show below.Tip: to prevent your salt getting all clogged up in ur new salt shaker, roast some rice raw until they are slightly tanned and add some into the shaker to prevent your salt shaker all caked with salt...
983|1018|False|Measure 1 cm down from the top edge of the carton body. Mark an horizontal line on each side. Be careful, knives are sharp! Cut along these lines through all four sides. |True|False|False|True|False|False|True|False|container-from-recycled-milk-carton_2_0.jpg|2142_2|Measure 1 cm down from the top edge of the carton body.  Mark an horizontal line on each side.  Be careful, knives are sharp!  Cut along these lines through all four sides.  Remove the top and discard.|Measure 1 cm down from the top edge of the carton body.  Mark an horizontal line on each side.  Be careful, knives are sharp!  Cut along these lines through all four sides.  Remove the top and discard.
984|1019||After the 20 minutes, you take out the Focaccia from the oven and it is ready to eat.&#160;|True|False|True|False|False|True|False||focaccia-2_9_0.jpg|2224_9|After the 20 minutes, you take out the Focaccia from the oven and it is ready to eat.&#160;|
